tc Particular-4746	<n/a>
tc Particular-4322	<n/a>
tc Particular-4324	0
tc Particular-4618	0
tc Particular-4325	<n/a>
tc Particular-4326	100000
tc Particular-4154	<n/a>
tc Particular-4157	<n/a>
tc Particular-4098	3
tc Particular-4161	0
tc Particular-4122	1
tc Particular-4799	1
tc Particular-4982	0
tc Particular-4706	<n/a>
tc Particular-4180	<n/a>
tc Particular-4162	0
tc Particular-4798	1
tc Particular-4163	7
tc Particular-4401	1
tc Particular-4204	2
tc Particular-4203	0
tc Particular-4796	0
tc Particular-4797	0
tc Particular-4181	<n/a>
tc Particular-4125	50
tc Particular-4792	<n/a>
tc Particular-4769	10
tc Particular-4803	0
tc Particular-4804	0
tc Particular-4114	0.5
tc Particular-4826	0
tc Particular-4828	0
tc Particular-4393	0
tc Particular-4827	0.5
tc Particular-4793	<n/a>
tc Particular-4123	5
tc Particular-4170	0
tc Particular-4984	0
tc Particular-4919	1
tc Particular-4665	<n/a>
tc Particular-4920	0
tc Particular-4231	<n/a>
tc Particular-4363	1
tc Particular-4822	0
tc Particular-4918	20
tc Particular-4917	0
tc Particular-4371	0
tc Particular-4372	0
tc Particular-4232	0
tc Particular-4233	0
tc Particular-4777	0
tc Particular-4778	0
tc Particular-4779	0
tc Particular-4373	0
tc Particular-4374	0
tc Particular-4234	0
tc Particular-4375	0
tc Particular-4378	0.5
tc Particular-4236	<n/a>
tc Particular-4620	1
tc Particular-4129	100
tc Particular-4171	0
tc Particular-4983	0
tc Particular-4921	1
tc Particular-4666	<n/a>
tc Particular-4922	0
tc Particular-4184	1
tc Particular-4166	1,1,1,1
tc Particular-4841	0
tc Particular-4167	0
tc Particular-4667	<n/a>
tc Particular-4165	1
tc Particular-4627	1
tc Particular-4790	0
tc Particular-4668	<n/a>
tc Particular-4310	<n/a>
tc Particular-4311	300
tc Particular-4312	25
tc Particular-4313	100
tc Particular-4314	1
tc Particular-4315	<n/a>
tc Particular-4412	<n/a>
tc Particular-4410	7
tc Particular-4411	60
tc Particular-4409	0
tc Particular-4413	<n/a>
tc Particular-4158	<n/a>
tc Particular-4227	<n/a>
tc Particular-4113	0
tc Particular-4845	0
tc Particular-4846	0
tc Particular-4847	0
tc Particular-4825	1
tc Particular-4806	<n/a>
tc Particular-4807	0
tc Particular-4808	0
tc Particular-4809	0
tc Particular-4810	<n/a>
tc Particular-4811	10
tc Particular-4812	3
tc Particular-4813	0.5
tc Particular-4814	1.5
tc Particular-4815	50
tc Particular-4816	0
tc Particular-4817	0
